series_id,series_name,hit,imdb
237217,خرپول و کارآگاه,94,7.8
227726,شمشیرزن دوره گرد,93,8.1
236988,اکلایت,72,4.4
202489,لیگ عدالت,80,8.6
236998,مورفل و حیوانات خانگی جادویی,81,7.4
236224,تی. پی بون,82,6.9
236934,تایرهای ماشین,0,7.7
236504,سگ های سازنده,88,6.4
236900,اریک,86,7
236371,کنسرتینو,81,None
234939,ناکلز,93,6.2
234978,خداحافظ زمین,77,4.3
234644,مردان راه آهن: داستان ناگفته بوپال ۱۹۸۴,80,8.5
233278,ناگت مرغ,64,5.1
236540,صورت فلکی,88,6.8
236748,عمو سامشیک,73,6.7
236770,نمایش ۸,87,7.3
210859,دختران گربه ای,87,6.6
235954,چشم قرمز,85,7
202828,پروژه لازاروس,71,7.3
236657,۹۹,84,9.3
234526,ابر گربه ها,84,5.9
233882,موسیقی متن سریال فارگو,0,8.9
202286,قاتل کپی کار,70,7
235723, دایناسورهای بد,85,7.6
233825,موسیقی متن فیلم تروی,0,None
236136,ماه در روز,89,7.1
227138,قتل در بوستون,78,7.1
236041,داستان قرارداد ازدواج پارک,94,7.5
231599,سلسله ها ۲,87,8.6
236066,فریرن: فراتر از پایان سفر,93,8.9
226478,بازگشت زوجین,88,8.2
234077,موسیقی متن بازی رد دد ریدمپشن ۲,93,9.7
235232,فریفتن پادشاه,89,7.7
233927,موسیقی متن سریال لوکی,0,8.2
233924,موسیقی متن فیلم تل ماسه: قسمت دوم,0,8.8
235769,الای میان ستاره ای,81,6.9
230310,دشمنی,0,8.4
233737,موسیقی متن بازی فرقه اساسین ها: والهالا,86,7.9
235977,الزبت,84,7.8
235462,کایجو شماره ۸,96,8.2
234127,موسیقی متن فیلم آواتار,0,None
233257,انگل: خاکستری,85,7.2
235804,ماده تاریک,94,7.7
233931,موسیقی متن بازی سرنوشت,0,7.7
235447,پنج نفر مشهور,86,4.6
235670,هوپ,61,7.8
234331,هواپیماربایی پرواز ۶۰۱,67,6.8
227683,زود اعتماد می کنیم,0,6.8
231707,ایواجو,85,7.2
235314,خانه جغد,64,7.6
233453,سلطنت آهنین,75,6.5
235263,زیر پل,90,7.4
235332,لشکر شنگری-لا,95,7.6
205053,مسابقه بقا در آلاسکا,85,7.7
235542,یکشنبه های باحال,85,7.5
235145,ملکه ها,97,7.5
235187,پیروزی؟!,86,6.2
235489,بره ناقلا: مسابقات قهرمانی بره ها,83,7.5
231579,خیلی تند: دنیای تند افراد اهل فلفل,85,7.2
229951,شکارچی در برابر شکارچی,94,9
231052,بگو که عاشقم هستی,87,8.6
235172,آپارتمان ۴۰۴,87,7.7
235116,ردیاب,89,6.8
233354,نینجا کامویی,87,7.4
235354,نقاب,87,6.6
235466,عکاس,97,7.8
235375,غذای دخمه,93,7.7
235285,اسرار اختاپوس,97,8.3
232343,پارادوکس قاتل,77,7.2
228086,کرانه خون,76,7
234672,ماجراهای راکی و بولوینکل,87,5.8
231858,فروشگاهی برای قاتلان,93,8.1
234995,جادوگر و جانور,93,6.8
174678,قدیسان نارکو,83,7.3
188688,دنیای وینکس,92,6.8
216495,اجنه: رازهای موگوای,80,7.1
230167,خانواده غریبه من,83,7.6
234929,کارآگاهان پسر مرده,88,7.6
215860,فندک و شاهدخت,90,8.2
223737,فری,74,7.7
227764,کونوسوبا: انفجاری در این دنیای شگفت انگیز!,90,7
223127,نفرین!,86,6.8
234652,کلاهبرداران,88,7.1
223572,ضربان قلب,87,7
233476,خاطرات داروساز,96,8.7
196532,نیمه تاریک کمدی,0,7.3
203339,بسکتبال کوروکو,94,8.2
203849,افسانه سیب شکری,93,7.1
200129,آشپزخانه جینی,92,9.8
229552,مرد پولدار,85,6.7
229084,پرندگان خارزار,91,7.9
196782,در جستجوی آلاسکا,90,8
229169,مصلحت ها,0,7.6
231203,کابوس آمریکایی,90,7.5
233685,جنگ گوریو-خیتان,87,8.1
227312,مجرمان,0,6.8
230157,بی تی اس: ورای یک ستاره,82,9.1
229496,ظهور نازی ها,92,8.1
233346,بلگراویا: فصل بعدی,86,6.9
233027,همزاد من,53,None
226150,اهریمن من,95,8.2
233798,دلسوز,77,7.7
222236,شخصی دیگر,90,6.7
225748,بارش هسته ای,88,8.4
232718,نفسگیر,0,7.7
214599,بت ویلز,87,5.9
204938,بی وفا,87,6.4
232170,موسیقی متن فیلم شوالیه تاریکی بر می خیزد,0,8.4
233621,مونکارت,92,None
231892,موسیقی متن فیلم زندگی پای,0,7.9
232290,موسیقی متن فیلم لا لا لند,85,None
233188,نل یاغی,84,7.3
232301,موسیقی متن فیلم شکل آب,0,None
226998,هیلی و شجاع دلان,78,None
233218,شوگر,84,7.7
233243,ریپلی,91,7.8
232700,تعقیب,79,7.2
233091,نجیب زاده ای در مسکو,91,7.1
226963,هیولای گیونگ‌ سونگ,92,7.3
233096,پریش,89,6.9
196341,دختر  برفی,80,6.9
212579,فوتبالیست ها: جام جهانی ۲۰۰۲,78,7.7
37326,وراثت,86,8.8
197335,سالی بر روی سیاره زمین,92,7.9
201324,مراقب بتمن باشید,84,7.3
213362,وقتی کوسه ها حمله می کنند ۳۶۰,70,6.3
227839,چرخ های آتشین,79,4.5
214255,پدر براون,86,7.8
213296,بی گناه,75,6.7
231557,خاندان نینجاها,86,7.3
229684,سفرهای باورنکردنی حیوانات,86,8.7
209570,ازدواج,0,6.3
211391,سگ های خفته,0,6.4
193812,فولکلور,76,5.7
228338,عزیزترینم,95,8.9
217103,حماسه وینگ فدر,86,8.4
177083,ربات‌ های جنگجوی گاندام: جادوگری از مرکوری,93,7.5
231929,موسیقی متن فیلم شبکه اجتماعی,0,7.8
229866,کایا و قهرمانان کیموجا,79,6.6
232309,موسیقی متن فیلم آرتیست,0,7.9
214111,نهنگ تک شاخ متفاوت,85,7.3
232855,مسئله سه جسم,88,7.6
216671,پادشاه زمین,95,5
227894,ماجراهای ابرقهرمانان مارول,85,5.7
223327,سیب زمینی ابرقهرمان,80,7.6
232967,مردان ایکس: ۹۷,89,8.9
204289,قوانین رزی,0,7.3
214212,اسکوبی دو! کجایی؟,90,7.9
227950,یک روز خوب برای سگ بودن,93,7.3
221750,به سوی زمان تو,89,7.8
231990,موسیقی متن فیلم بالا,0,None
227409,سبقت!,91,7.6
228982,بسپارش به هیلی,90,7.1
232304,موسیقی متن فیلم میلیونر زاغه نشین,0,None
232294,موسیقی متن فیلم کوهستان بروکبک,0,7.7
232037,موسیقی متن فیلم تاوان,0,7.8
231496,مسیر کوکوملون,72,3.3
231282,جنگل آسفالت,91,None
187274,ماجراجویی عجیب جوجو,91,8.4
221219,غریبه ها,90,7.4
232297,موسیقی متن فیلم در جستجوی ناکجا آباد,0,7.7
204330,دنیس و گنشر,86,6.8
232069,موسیقی متن فیلم فریدا,0,7.3
229542,اسکات پیلگریم پرواز می کند,85,7.8
232088,موسیقی متن فیلم ببر خیزان، اژدهای پنهان,0,None
204717,کیف,92,7.5
223454,سیاره زمین ۳,94,9.7
232118,موسیقی متن فیلم ارباب حلقه‌ ها: دو برج,0,None
231547,اکازیون,91,None
179643,سه قرون,89,6.8
203449,رستاخیز امپراتوری بزرگ سلجوقی,92,7.8
210958,توی نوزدهمین زندگیم می‌ بینمت,92,8.1
153368,حماسه,86,7.6
213214,ماجراهای من و سوپرمن,90,7.8
118599,وطنم تویی,92,8.2
231639,داک داجرز,87,7.7
227954,قطار بلاتکلیف,80,5.9
232364,داستان ایندرانی موکرجیا: حقیقت دفن شده,80,6.3
231991,جنتلمن ها,93,8.2
231860,موسیقی متن فیلم می دسامبر,0,None
231145,مرد من الهه عشقه,84,7.2
228068,روزی روزگاری بچگی,84,7.9
213608,ارین,0,7
227489,رمانسرو,58,6.2
231504,جام جهانی مسی: ظهور یک افسانه,74,8.3
232287,موسیقی متن سریال آسوکا,0,7.6
227801,۱۶۷۰,0,8
231840,موسیقی متن فیلم قوی سیاه,80,None
215721,دی آغازین: مرحله اول,89,8.5
231804,موسیقی متن فیلم پلیس آهنی,0,None
215408,اعداد,87,7.1
196524,تاج توخالی,80,8.2
223971,عشق ورزیدن به یامادا با لول ۹۹۹,92,7.6
227909,براون: داستان باورنکردنی فرمول یک,96,8.5
215482,باکی هانما,89,6.8
229779,کبرا,76,6.3
227799,شب فرا رسیده,91,7.3
230636,موسیقی متن فیلم ایندیانا جونز و گردونه سرنوشت,0,None
227090,پرسی جکسون و المپ نشینان,92,7.1
226117,دوز روزانه آفتاب,93,8.3
223467,شوگان,93,8.6
203143,فقط تو: مجموعه انیمیشن های کوتاه,63,6.9
228111,ترداستون,87,6.9
228644,مردگان متحرک: بازماندگان,93,8.4
227461,همر و بولتر,75,7.2
230569,موسیقی متن فیلم او سمت من آمد,0,None
212527,خیابان بی گناهان,91,7.9
192558,موزه تسخیر شده,71,5.7
224333,آواتار: آخرین باد افزار,94,7.4
228019,جنگ جهانی دوم: از خطوط مقدم,94,8.2
227576,شتلند,92,8.3
229377,میراث خانوادگی,79,6.4
230035,دلالان ازدواج,89,7.5
230464,موسیقی متن فیلم داستان آمریکایی,0,7.7
230527,موسیقی متن فیلم فراری,0,6.6
230493,موسیقی متن فیلم تند و آتشین,0,None
230745,موسیقی متن سریال نفرین,0,None
230749,موسیقی متن سریال محله کارناوال,0,None
230250,موسیقی متن فیلم ارباب حلقه‌ ها: یاران حلقه,89,8.9
230601,طیف های عشق,71,8.3
230741,موسیقی متن فیلم راستین,0,6.6
230729,موسیقی متن فیلم کینگ کونگ,0,7.2
229637,زندگی واقعی یک حشره,79,7
194282,ترور طنین انداز,93,7.8
219229,قلب تاریک,66,6.6
193779,کارگاه ریچارد هموند,84,8.1
230656,ظاهر جدید,95,7
206766,واردی در برابر رونی,0,6.3
198016,عاشق اینم که ازت متنفر باشم,92,7.8
229709,کاپیتان های جهان,89,8.4
230320,موسیقی متن فیلم مرد عنکبوتی: آن سوی دنیای عنکبوتی,76,8.6
198999,جوانی ربوده شده: درون فرقه سارا لارنس,85,7.2
217433,آلیس، آخرین سلاح,83,6.9
221183,اصیل ها,93,8.3
218217,به یاد مانده,91,8.4
230135,موسیقی متن فیلم نجات سرباز رایان,0,None
227945,جراح بد: عشق زیر چاقو,86,7.2
226616,آرزوها ,0,9.2
216798,تقریبا بهشت,62,7.5
223202,۳۰ سکه,82,7.1
230027,مثلث ناپدید شده,78,6.3
227629,سیاره عجیب,86,6.5
230212,موسیقی متن فیلم منچستر کنار دریا,0,7.8
225334,آب سیاه,74,8
229923,موسیقی متن فیلم فارست گامپ,84,8.8
230099,این جام,69,None
230050,روز خونین خوش اقبالی,72,7.4
225149,غم انگیزتر از غم,92,8.1
229984,موسیقی متن فیلم شوالیه تاریکی,0,9
229829,موسیقی متن فیلم افسانه ۱۹۰۰,0,None
226268,موسیقی متن فیلم ایندیانا جونز: مهاجمان صندوق گمشده,0,None
209381,دابلیو: دو دنیا,93,8
229457,تبعیدی ها,90,5.9
217704,اسلحه ها و اهالی گلاب گنج,0,7.8
216738,شکارچی,81,6
223865,دختر سیگارچی,88,8.2
229693,آقا و خانم اسمیت,76,6.8
227559,شلدون جوان,93,7.6
229579,مامور خودسر,91,7.8
221922,پسران راکتی,89,4.6
224416,کنگان آشورا,84,8
192631,بلیچ,92,8.2
223046,ترانه راهزنان,81,6.5
226968,داستان قایق,0,7.4
194795,ماری آنتوانت,91,7.3
214831,فرشته تاریکی,87,7.4
229411,زورو,88,6.1
229360,اربابان آسمان,92,8.7
228288,گریسلدا,90,7.4
206192,جو سازان,0,7.3
209851,روی صحنه,0,8.5
227531,فریبکاری لذت بخش,86,7.3
208715,اخراج شده در مریخ,77,6.9
213588,بونگ سون دختر قدرتمند,95,8.2
213789,پسران موشکی,0,8.9
229064,پایان خوش من,91,6.7
229037,موسیقی متن فیلم نابخشوده,0,8.2
203320,پیچ,0,6.8
221866,دیوانه برای هم,86,7.9
224009,نفرین,75,6.9
228520,پسری که جهان را قورت می دهد,83,8.2
227340,دورهمی تاریک,92,7.2
206834,حامی,80,7.5
228944,موسیقی متن فیلم بتمن آغاز می کند,0,None
227387,فرمانروایی های ویرانه,90,6.7
210848,نانسی درو,80,6.6
229034,موسیقی متن فیلم فرشتگان و شیاطین,0,6.7
228931,مرگ و جزئیات دیگر,87,6.6
228972,موسیقی متن فیلم لئون حرفه ای,86,8.5
218812,بی صدا,70,7.9
228594,سوء پیشینه,84,7.2
228789,موسیقی متن فیلم نابودگر ۲: روز داوری,0,8.6
228716,موسیقی متن سریال سامورایی چشم آبی,0,8.8
228852,موسیقی متن فیلم پنج شب در کنار فردی,82,5.5
228857,موسیقی متن فیلم بیچارگان,0,None
228627,موسیقی متن فیلم آدم کش,0,6.8
212043,مامان عزیزم,89,8.7
225421,دیمون من,82,7.9
193655,روح مبارز: چالش جدید,86,8.8
228652,موسیقی متن فیلم شیرشاه,0,None
224690,اختراعات بدشگون,90,7.3
225878,جرم,91,7.3
205158,آشپزی در کمپی از جهانی دیگر با توانایی های عجیب من,96,7.6
198055,سرزمین خونین,0,6.6
225826,زندگی بر روی سیاره ما,93,8.1
228438,تک رو,97,8.6
223505,اکو,80,6.9
228476,آقای بیتس در مقابل اداره پست,87,9
221906,دایره وحشت,86,6.7
227267,حکمرانی لاشخورها,81,8.8
228027,یک بار فریبم بده,92,7
197360,من از رانندگی خوشم نمیاد,66,7.2
202856,تسویه حساب: پول و قدرت,83,7.3
213190,پسر کریچ,0,7.2
200636,مسافر بی میل,0,7.5
226578,سرآشپز,95,7.2
228043,برادران سان,87,8.1
227441,استاد: رشته‌ های حقیقت,95,8
223848,شب بخیر دنیا,84,6.4
224756,صحرای مرتفع,0,6.2
226908,آکتور (ویژه ناشنوایان),76,None
203303,طوفان کریسمس,0,7.1
192533,تثلیث سایه ها,0,6.6
225301,برلین,93,7.7
192492,کنترل جمعی,0,7.9
192419,آخرین ستاره های سینما,0,8
180765,مسابقه بزرگ آشپزی,92,7.6
226532,موسیقی متن فیلم پاندای کونگ فو کار,84,7.6
209454,نینجاگو: پیدایش اژدهایان,90,7.7
211259,ماشلی: جادو و عضلات,97,7.7
219953,دروغگوی دوست داشتنی من,95,7.8
225318,مزرعه خانه سفید,85,7.4
227048,موسیقی متن بازی هوی رین,0,None
221640,وقت ماجراجویی: فیونا و کیک,90,8.9
195322,می توانم کمکتان کنم,90,7.6
192659,خسوف,0,8.3
223096,پلوتو,91,8.9
226772,یویو هاکاشو,87,7.7
223424,پلیس رودخانه هان,64,6.3
227036,بازی مرگ,96,8.9
226302,موسیقی متن فیلم بن هور,0,None
226535,موسیقی متن فیلم خالق,0,6.9
227105,رای اعدام,92,7.2
178659,ساعت شیطان,89,7.6
226248,موسیقی متن فیلم مولان,0,7.7
197616,تماس راه دور,79,6.6
226529,موسیقی متن فیلم مرد پولادین,0,None
226085,موسیقی متن فیلم هزارتوی پن,0,None
159318,تیم فوتبال آذرخش: کهکشان,71,6.9
209094,آیدل بهشتی,90,6.5
215422,دنیای زامبی ها,81,4.4
206349,کراس اوور,0,5.6
212165,کیت و کیت,76,7.1
192611,زندگی پس از مرگ با تایلر هنری,0,6.2
225959,آیاکا: داستان پیوندها و زخم ها,89,5.8
226746,بدترین شیطان,92,8.4
214141,داستان پیدایش دی سی,97,7.1
204045,به یاد آور,90,7.7
226413,مگه تموم عمر چند تا بهاره؟‌ (ویژه ناشنوایان),85,None
216996,متهم,79,7
215074,دروغ های پنهان در باغ من,76,7.1
226225,موسیقی متن فیلم هری پاتر و زندانی آزکابان,87,7.9
226609,به سامدالری خوش آمدید,95,8.3
219440,پس کمکم کن تاد,83,7.5
192969,شوا گنروکو راکوگو شینجو,87,8.4
226396,موسیقی متن فیلم دانکرک,0,None
222164,۱۱ سپتامبر: یک روز در آمریکا,82,9.3
220172,دکتر وکیل,87,7.2
224545,موسیقی متن سریال بازماندگان ,0,None
187425,پاور رنجرز: خشم داینو,94,6.8
191994,کت,69,8.2
206294,وقتی گل ها شکوفا می شوند به ماه فکر می کنم,87,7.3
217403,دکتر رمانتیک,95,8.4
226054,یک خانواده تقریبا معمولی,88,6.9
197346,استون هاوس,0,6.9
163367,سوگند عشق,89,8.2
216381,پشت هر ستاره,80,7
196378,جستجوی افسانه ای,0,7.7
225505,آتش نشان دایگو: نجات دهنده نارنجی پوش,80,7
225729,جیب بر حیله گر,94,7.8
222955,شریک جرم,85,None
186517,باید درباره کازبی حرف بزنیم,0,7.8
212063,جمستون های درستکار,0,8.1
204972,توییرلی ووها,85,7.3
188357,محافظین رویا,93,5.5
225135,پاریا نکسوس,75,7.5
217370,نظم و قانون: جرائم سازمان یافته,85,7.7
214696,دانشگاه پلیس,91,7.2
188325,شک,0,7.9
222933,هفت فراری,82,6
182691,محکم بگیر,69,6.2
223634,سامورایی چشم آبی,94,8.9
225113,ژن جنایت,75,7
222951,داوینچیز,88,None
204627,بوکی,93,8.3
216880,تازه وارد: مامورین فدرال,95,5.2
222563,فاراوی داونز,88,6.9
225246,یتیم سیاه: پژواک‌ها,82,6.3
216116,زندگی کن,91,7.2
225364,کوین هارت جان سخت,86,5.3
180654,تاتامی: ماشین زمان,72,7.5
224506,موسیقی متن فیلم گلادیاتور,95,None
222771,بازی مرکب: چالش,84,4.5
223216,سرگذشت یک شیطان,91,8.1
180790,پایین شهر,0,6.7
215507,اسمارت لس: توی راه,0,8.3
216858,دروغ های حقیقی,87,5.2
210335,پاندورا: زیر بهشت,75,6.5
215903,پیشتازان فضا: عرشه های پایین,80,7.6
224921,موسیقی متن فیلم تبدیل‌ شوندگان: آخرین شوالیه,0,None
208936,وظیفه هیئت منصفه,0,8.4
216978,سوار مرده بازی مرگ,91,6.8
223021,بلیک و مورتیمر,97,7.4
222086,جزیره اشکال ,90,7.5
205300,پلنگ صورتی,81,6.8
195092,می می میشکی,64,7.3
222036,شگفتی های بلیپی,85,4.6
219769,باب اسفنجی از زبان عواملش,58,7.2
201079,موسیقی متن فیلم هری پاتر و سنگ جادو,88,7.6
211195,آئوکو: دالان های درون,81,7.5
224751,موسیقی متن فیلم قاتلان ماه کامل,0,None
223596,جرئت صعود: قله بعدی,88,7.7
209249,اشتیاق کامل,0,7.1
173751,ال ری: ویسنته فرناندز,0,6.9
175188,طغیان آب,0,7.1
217908,گرگ,71,6.7
213672,خبر فوری,66,8.1
175988,به عروسی جهنمی خوش آمدید,87,6.2
224495,قتلی در پایان دنیا,83,7.7
176408,تحقیقات دایانا,90,7.4
221567,موسیقی متن فیلم ورود,0,8.1
209866,کلارک,72,7.4
213259,مسئولیت سنگین اثبات,0,6.8
198322,به سوی ابدیت تو,92,8.5
224622,پادشاه: میراث هیولا,88,7.6
203514,لونی تونز جدید,93,5.7
224362,۰۰۷: رقابت بر سر یک میلیون,90,6.9
224280,همه عاشق الماسند,87,6
224221,موسیقی متن فیلم هری پاتر و تالار اسرار,82,7.4
180005,قلمرو کروکودیل وحشی,0,7.1
203716,جویندگان,55,8.6
224000,من و میکی,74,5.4
224275,موسیقی متن فیلم سینما پارادیزو,0,None
190423,خودرو آمریکایی,0,6.1
178856,با اجازه از محضر دادگاه,82,7.4
207412,کار کردن: عادت هر روز ما,77,6.7
198163,کانک و مسائل زمین,75,8.1
221618,شکارچیان,91,7.5
207829,عالیجناب سایه,94,7.9
183133,دروغ هایی که سر هم می کنیم,91,7.1
222802,موجود,86,6.9
223240,هندوانه چشمک زن,97,8.9
223532,مرد قانون: باس ریوز,84,8.2
162695,لوسیفر و چکش سفالی,87,7
223303,روز آدم ربایی,90,8.3
223375,جنگجوی اونی,90,7
223263,تمام نوری که نمی توانیم ببینیم,92,7.5
185847,طلایابی خانواده هافمن,0,5.7
222911,نام سون دختر قدرتمند,89,6.7
222294,مسی در آمریکا,79,7.1
220356,برادران معجزه گر,92,7.3
222538,جونجی ایتو مانیاک,81,6
215572,کدت های مکانیک,89,7.8
204200,کلاس فشرده عاشقی,92,7.8
210097,سام، یک ساکسون,0,6.6
222833,حیوانات از نزدیک با برتی گرگوری,90,9
203237,پاسخ ۱۹۹۴,91,7.7
218814,تاج: تقسیم شده با خون,85,6.9
222612,گروه گاراژی,79,7
222701,دختران سوزان,76,6.7
219034,گانیبال,85,7.4
218903,ویل ترنت,88,7.6
218600,ساحل شمالی,91,6.6
220657,کسلوانیا: منظره شب,95,7.5
210073,قبرستان,86,7.7
194762,مکسین,85,6.8
195872,صعود,82,6.8
222131,بیدار شو، کارلو!,81,8.1
210837,زن اهریمنی,0,7.5
222327,ازدواج شاد من,94,7.9
218056,آقای یخی و همکار خونسردش,91,6.7
207330,نامش را عشق بگذار,85,7.7
208904,چگونه ثروتمند شویم؟,90,6.3
221093,پسر بزرگ,64,8.4
197068,نماینده,0,6.6
222123,پرنده کوچک,73,7.8
221572,موسیقی متن فیلم مگس,0,7.6
222146,هیچی,86,8
160792,غذای خیابانی: آمریکا,90,6.8
221575,موسیقی متن فیلم در جبهه غرب خبری نیست,0,7.8
145360,آموزش نویسندگی داستان های مهیج با دن براون,0,None
198570,رکاب زنان کوهستان,93,7.7
161496,کولوسئوم,79,7.1
221951,دروس شیمی,95,7.4
221500,اتفاقات پیش رو بر پایه یک مشت دروغ بنا شده اند,0,7.1
221898,سقوط خاندان آشر,86,8.9
203204,هشدار,85,5.7
221671,همچنان بیدار,81,6.1
200102,باباهای رفیق,96,7.7
221446,کروموزوم ۲۱,86,7.4
216709,رابطه,0,6.5
221115,موسیقی متن فیلم بر باد رفته,0,None
221351,بکام,95,8.5
221512,ایوا جغد کوچک,82,8.3
220976,موسیقی متن فیلم جدامانده,0,8.5
197897,پرنسس قدرتمند,82,4.6
220329,کودک دلبند,92,7.4
175227,جدا از هم دوام می آوریم,0,6.8
202870,حفار,82,6.5
220759,موسیقی متن فیلم رنگو,84,7.2
214735,سلبریتی,91,7.4
186933,سرنوشت موزیسین های مبارز,93,6.8
221077,مواجهه ها,86,6.6
216654,همسر سابق,88,6.3
220248,جیمی دوکفشه,81,5.9
213028,این دنیا نمی تواند من را خراب کند,88,8.1
177090,سگ ها,78,8
194917,سوپرلیگ: جنگ برای فوتبال,65,7.3
220593,موسیقی متن فیلم روح,85,8
220757,چه کسی جیل دندو را کشت؟,76,6.4
219399,نبرد خوشبختی,93,7.5
215238,مرلین,91,7.9
219049,تعطیلات خرگوش بلا و گرگ ناقلا!,77,4.8
213311,نفرین خون,87,7.6
206393,آشوب ماپت ها,77,8
210033,بهار جوانی ما,94,7.7
218893,گامرا تولد دوباره,85,6.7
214395,گرداب,92,7.6
178041,منطقه آتشین,0,7.2
208231,فرشته دندان: وقتی عشق گاز می گیرد,60,7.2
199404,هالووین کوچک,0,6.1
215652,دوران خوش,87,7.3
214054,وکیل چوسان ,93,7.7
217822,هنوز نمرده,84,7
125916,معماهای سیلوستر و توئیتی,89,7
218626,ناتمام,80,6.6
202312,طلاق مقدس,92,7.4
217169,آرک,78,5.3
210156,باشگاه موتورسواران مایان,0,7.6
219653,زن درون دیوار,73,6.9
209884,سوژال – گرداب,0,8.2
210394,ناحیه,0,7
195641,آشپز: پخت و پز برای مایکوها,88,8
142049,قفل آبی,95,8.1
219980,اسلامبرکین ها,83,8.9
219866,کانتیننتال,89,7.4
205910,تقلب,67,5.9
219213,آخرین چیزی که به من گفت,80,6.5
208817,وو تانگ: حماسه آمریکایی,0,8.3
205745,آواره,0,7.5
203622,دادگاه شبانه,73,5.9
219377,طبیعت بکر,80,6.3
218650,داستان رانده شدگان,93,6.1
206633,آن سوی اقیانوس اطلس,0,6.6
218405,از گور برخاسته,91,8
204016,روبی و چاه,91,8
219005,خانه خراب,86,6.4
178353,قاتل رمانتیک,93,7.6
219006,گل های گمشده آلیس هارت,87,7.9
188548,بزرگ شدن,0,7
211902,مگی: هزارتوی سحر و جادو,95,7.8
173383,وبتون امروز,85,7.4
214201,تیم دی پی,89,8.2
199872,نوسان کامل,0,8
218986,دکتر چا,91,7.5
211547,ستاره من,96,8.3
182977,#رسیدی خونه خبر بده,89,8.1
205809,توهم بهشتی,92,8
204586,مسیر کرم شب تاب,69,7.4
207231,گسل های نیویورک,0,7.4
203980,وقتی تو خواب بودی,95,8.3
218956,چراغ های آبی,69,8.2
202521,دام,88,7.2
180331,مسابقه قهرمانی,0,8.2
218778,مردگان متحرک: دریل دیکسن,94,7.5
178957,پادشاه اشک ها لی بانگ وو,87,4.1
209024,فراتر از مرزها,90,7.2
215805,سوپر تیم ۴,80,6.5
218455,همزاد,62,6.2
183252,رجینالد خون آشام,75,5.9
216613,به مدرسه شیاطین خوش آمدی! ایروما-کن,96,7.7
208764,قهرمان ضعیف کلاس,95,8.4
208191,الماس های خشن,82,7.2
182926,ترکیب تیم ما را نجات بده,78,6.6
217235,خانه بزرگ,0,7.8
205735,جنگ ستارگان: ماجراهای جدای جوان,77,5.9
194404,دکل,0,5.8
218158,پناهگاه هارلان کوبن,84,6.6
217314,صد سال با کمپانی برادران وارنر,89,7.6
194895,خیانت,87,6.3
209270,یاکیتوری: سربازان بدشانسی,76,6.5
180421,رها شده,70,6.4
212742,سگ های شکاری,94,8.1
216794,چیدمانه,81,None
216306,سپیده دم,73,5.9
215031,متحرک,89,8.5
216338,آرام بخش,0,7.5
200280,بارش برف,74,8.2
179960,اتاق کنترل,0,5.6
209414,خیاط,88,6.2
208738,پرستار,86,6.9
179395,دی. بی. کوپر: کجایی؟!,88,5.4
217484,وان پیس,88,8.6
208032,حالا زیباست,90,8.3
217595,تحت تعقیب: فرار کارلوس گون,0,7
212850,ماموریت پس از مدرسه,91,6.8
217485,ارین کارتر کیست؟,88,6.4
217256,مون گرل و دایناسور شیطانی,84,7.5
199801,بهترین زمان پخش,0,6.2
217321,دپ در برابر هرد,85,4.9
213496,پارک های ملی آمریکا,0,7.3
210209,جزیره جمجمه,93,6.8
205076,ترولی,83,7
194754,لیتویننکو,0,7.4
215585,موسیقی متن فیلم جان ویک ۴,0,7.8
217167,هجوم,87,5.8
195917,ال چاپو,85,7.8
215753,ماجراجویی جهانی دیوید اتنبرو,90,7.6
188843,جمجمه داغ,76,7.3
215708,خائن کشی,82,None
216244,گوسفند کاراته کار,88,7.3
216348,ارباب / جاسوس,89,7.6
210212,من شهریوری ام,75,6.6
215439,موسیقی متن سریال آخرین بازمانده از ما,90,8.8
215503,افسانه زودیاک قاتل,81,5.5
197560,آشوب!,84,8.2
217055,آسوکا,90,9.1
213568,نیروی پادشاهی,84,7.5
216137,پادشاه زمستان,90,4.6
209681,شیردال,84,6.9
161825,لینک کلیک,96,8.5
213766,مامان بد,96,8.4
215448,سرگیجه (ویژه ناشنوایان),71,None
202475,آزاد شده از زندان,0,6.9
197121,تماس ها,68,7.7
197254,بت وومن,85,3.6
210541,ساکت,77,5.6
175475,کارن پیری,93,7.6
207950,کاملا خوب,80,7.1
204477,واکو: آخرالزمان آمریکایی,76,7
205640,مدرسه ۲۰۲۱,89,7.4
215434,موسیقی متن فیلم پدرخوانده,93,9.2
215100,موسیقی متن سریال ویچر,84,8
172320,روح مبارز: ظهور,88,8.7
215627,آموزش نویسندگی و پرورش قدرت تخیل با ایمی تن,85,None
215269,موسیقی متن فیلم پلنگ سیاه,0,7.3
211762,کیزازی موتو: نسل آتش,64,7.6
207682,مک گرگور برای همیشه,87,7
213113,مهمانخانه رمانتیک مخفی,93,7.5
213905,مدیر شیفت شب,87,7.6
161704,خانم اس,78,7
211723,کنترل حیوانات,0,6.6
195394,ازدواج ممنوعه,93,7.5
188824,پرونده های جنایی خیلی سخت,78,6.6
206397,باپکیس,0,7.3
197548,رنگ های واقعی,0,7.2
213297,خلیج تخته پاره ای لی لی,57,7.9
210919,نابغه آلمانی,0,5.3
179611,هنر شمشیر زنی آنلاین,92,7.6
214039,موجه: شهر باستانی,84,8
207480,کوکدو: فصل خدا,87,6.5
192209,کشور بی ارزش: خاندان مردا,88,7.3
