series_id,series_name,hit,imdb
214490,آموزش بازیگری با کوین اسپیسی,89,8.6
214565,خانه را بسوزان,85,6.7
206312,جذابیت عشق,75,6.6
213949,آتش نشانان لس آنجلس,0,8.2
214293,قهوه ای و دوستان,88,8.4
179895,در آرامش: تعطیلات دوستانه بی تی اس,87,8.7
199453,ایوای ماندگار,0,7.8
177507,زنان جنبش,71,7.6
212955,کلاس ۰۹,80,6.5
194371,بچه ها همه چی رو خراب می کنن,70,6.3
191452,با دل و جرئت,0,4.2
212130,ماشین های رویایی داونی,84,6.5
213484,آهن پاره های جنگی,93,7.3
202543,این انگلستان,0,6.7
172857,ثروتمندان باستانی,80,6.2
203201,وکیل یک دلاری,96,7.9
202391,امپراتوری,0,6.4
209918,حیوانات غول پیکر,91,8.1
213176,کمد جادویی من,88,9.5
181276,تبدیل شوندگان: زمین اسپارک,87,3.8
200329,سه گانه,92,6.2
204134,واکو: عواقب,0,6.9
206128,مادران خوب,82,7.8
205795,جزایر وحشی,83,8.7
211857,مدیریت کیمیاگر تازه کار,92,5.9
205041,مرد فلوریدایی,74,6.8
212920,موسیقی متن فیلم اوپنهایمر,95,8.9
203278,تقلبی,91,8.4
193548,گاراژ گکو,71,5.3
182684,بلیچ: جنگ خونین هزار ساله,92,9
206893,راز مزرعه اسکین واکر,86,6.2
160620,تا ابد گیج و مشتاق به عشق,64,6.7
195024,ده درصد,0,6.9
202778,رانا نایدو,0,7.4
156492,سوت پایان: تیم رویایی,70,8
162936,معشوقه جینکس,85,6.7
180950,وی وی: آهنگ چشم فلوریت,93,8.1
212102,موسیقی متن سریال گمشدگان,79,8.3
182667,رقابت با مایکل سایمون,0,8
212098,جنگل های ایبریا: زندگی بر لبه پرتگاه,84,None
161922,ملکه منطقه,0,4.5
212237,توپولوها,72,4.7
187608,نیویورک شرقی,88,7.1
204381,دستورالعمل خداحافظی,82,8.4
160890,ذهنیت فراتر از قتل,84,7.2
212021,دور باطل,56,5.8
211220,موسیقی متن فیلم تلقین,96,8.8
201705,فوریا,82,7.1
210362,کولیپاری: ارتش قورباغه ها,76,6.9
199117,نیمه گمشده,88,6.6
211823,موسیقی متن فیلم روزی روزگاری در آمریکا,0,8.3
211630,موسیقی متن فیلم مردی از آنکل,0,7.2
183372,پپسی، جت من کجاست؟,0,7.2
180376,جو پیکت,75,7.6
192266,هارینا,0,7.7
186840,ثروتمندان,87,7.2
211321,موسیقی متن فیلم در بروژ,0,None
211454,زنگ خطر: نجات در جزیره,88,8.2
211496,سلام به فردا!,0,6.3
204767,اسرار بروکن وود,85,7.9
211416,قورباغه و وزغ,81,7.8
205526,اسرار خواهر بونیفاسی,82,7.1
190397,زندگی آینده ما,96,5.4
196889,میلا در مولتی ورس,85,7.1
174810,تریم,0,6.7
211185,روزها,89,7.3
204234,مامور تحویل,94,7
210975,حذف,80,6.2
211066,خبر دست اول,69,7.7
206038,عقرب عاشق,74,None
160972,معمارهای باگز بانی,87,8.6
203063,بلندای آسمان,78,6.2
196386,سیاره یخ زده ۲,86,9.1
153931,اکولایزر,92,5.5
210771,بغلم نکن من می ترسم,82,8.7
210740,برتر,83,8.1
210581,پگ و گربه,58,7.9
210570,هواپیما ربایی,96,7.7
210508,دوستان کوچک ساگو,77,8.1
204459,دادستان بد,91,7.4
197601,قبیله نهم,89,5.3
194036,دنیای دروغین آدم بزرگ ها,82,6.4
168201,اغواگر بزرگ,85,7.1
172814,زندگی به روایت الا,81,5.9
174537,جامتارا: نوبت به همه خواهد رسید,0,7.3
207588,امپراتوری شامپانزه ها,92,8.4
210262,انیمینیاکس,83,7.8
179902,ایتوکی نینجا,94,7.7
182086,من دوستت دارم، تو از من متنفری,72,7
195790,دفتر چیزهای جادویی,93,6.9
172961,شما مرا نمی شناسید,80,6.8
205231,راه خانه,94,7.9
183193,ندا,84,7
190741,تهاجم مخفی,89,6.4
172675,انتخاب دشوار ظرف غذا,88,7.1
181626,خواهران خونی,0,5.7
198403,شیمی مرگ,90,7.1
181534,دارایی های مخفی,83,7.2
199189,بورس سهام,0,6.6
203265,توست از شهر تینسل,0,7.5
203882,سفر به اعماق زمین,80,3.5
183165,نیویورک تایمز تقدیم می کند,0,6.8
197141,زنان در جنگ,94,7.5
196363,خوشحال,0,7.2
202237,سر خواکین موریتا,80,6.5
160851,اویتای مقدس,79,6.8
202819,بزرگ ترین اسرار تاریخ,76,6.7
209299,مستوران,89,None
208304,موسیقی متن فیلم برادران سوپر ماریو,74,None
204659,سلول شماره ۸,87,6.6
163584,سوگ حسابی,0,6.6
207688,مردگان متحرک: شهر مرده,95,7.1
161400,لیست خرید قاتل,83,7
202696,دگردیسی,73,7.3
208948,شوق پرواز,93,None
208916,مگه تموم عمر چند تا بهاره؟‌,81,None
199938,دار و دسته اراذل,0,7.5
179761,بازی جادوگر,89,None
204560,موج ۱۰۰ فوتی,0,8.1
162878,دختر قبلی,94,6.5
200001,بیف و چیپ,81,7.8
208046,موسیقی متن فیلم سرنوشت شگفت انگیز املی پولن,97,8.3
209226,موسیقی متن فیلم فهرست شیندلر,86,9.0
208644,خانه به دوش,97,None
205180,توطئه علیه آمریکا,0,7.3
205266,بزرگ ترین سرقت های تاریخ,88,7.8
198684,شاهزاده صد روزه من,94,7.7
208619,زیر خاکی,92,None
208934,موسیقی متن فیلم جنگ ستارگان: قسمت چهارم - امید تازه,0,8.6
195528,آرپو: رباتی برای همه بچه ها,77,5.8
186873,اندرویدی ها,85,6.3
209116,روح‌ های مبارز,81,7.3
203863,تله,80,6.9
191775,سه درخت کاج,78,7.2
205789,اسرار فیل ها,88,8.4
208818,اتاق شلوغ,89,7
208953,خانواده لاروا,85,7.2
195685,کمک بفرستید,0,8.2
163446,غم های ما,94,8.6
204153,جین,85,6.3
193924,سازش گران,71,7.1
203671,ملوان جنگی,80,7.3
166282,بچه های در مدار,91,6.4
207923,موسیقی متن فیلم اولدبوی,0,8.4
208275,وحشت در جنگل,88,7.1
181920,بن‌ بست,84,7.3
208254,تطهیر,83,6.2
208022,پشت بام تهران,85,None
208524,موسیقی متن فیلم سیاه‌ چال‌ ها و اژدهایان: افتخار در میان دزدان,0,7.5
198297,پدرم شکارچی جایزه بگیر,88,7.1
194637,جک رایان,94,8
173391,شوت! گلی به سمت آینده,87,5.2
173965,میز سرآشپز: پیتزا,88,7.3
207532,موسیقی متن فیلم تل ماسه,80,None
196714,خیانت کاران,81,7.7
198051,بی قدرت,70,6.3
207557,فوبار,87,6.5
203296,پرواز ۳۷۰: هواپیمایی که ناپدید شد,90,6.0
207568,چینی های متولد آمریکا,82,7
207196,مکانیک های کارگاه سسمی,75,8.1
203895,فرار بزرگ با مورگان فریمن,82,7.4
172708,کارآگاه میلیونر: مانده حساب ـ نامحدود,95,7.3
207132,آدم ما گم شده,76,6.5
196291,درخشش تابستان,91,7.8
178520,مول,92,7.6
206851,اتفاقی دیدمت,91,8.2
174506,پایان نزدیک است,87,7.2
203831,رئال مادرید: تا آخرین نفس,91,8.9
197999,کریپتون,89,6.8
205871,موسیقی متن سریال بازی تاج و تخت,79,None
205962,مجتمع ساختمانی سی,83,6.0
187741,اسرار دکتر بلیک,81,8.0
203713,خانواده مافیایی سیاهپوست,84,7.5
165723,وگن بد: شهرت، کلاهبرداری، فراری ها,78,5.9
178407,از اول,89,7.9
